U_s,I_s,s,T,Vib,THD,P_f,Brzina,Temp,Klasa
399.939595439111,228.805116742226,0.26854423540009,NaN,0.0133616792196129,0.590122814457487,0.795426113286195,229.793605649298,15727.246655894,0
399.939595439111,230.651015882263,0.272921285820549,NaN,0.0102439225201806,0.599689084850918,0.80189697177978,228.418514704768,15980.5950029757,0
399.939595439111,227.320143933429,0.265048550117308,NaN,0.0139319332180729,0.628326233544104,0.790220160113866,230.891807569663,15522.9126523608,0
399.939595439111,226.06285583986,0.262106637026225,NaN,0.0140921730798848,0.59957360213741,0.785812180409627,231.816036825108,15352.5146937271,0
399.939595439111,228.52327972011,0.267879029861355,NaN,0.0116543657030997,0.60728492178364,0.79443808419655,230.00258613266,15687.6901926632,0
399.939595439111,225.883941138036,0.261689322799045,NaN,0.0117160411025468,0.658801248137445,0.785184898247921,231.947139956143,15327.9916726875,0
399.939595439111,226.619771679739,0.263407744662189,NaN,0.0133978530980213,0.573564733559933,0.787764721838159,231.40728180604,15428.0918329168,0
399.939595439111,225.816877905169,0.261532984558689,NaN,0.0124555687415389,0.630355369226109,0.784949770720241,231.996255062881,15318.7756205212,0
399.939595439111,226.836384629819,0.263914676446839,NaN,0.010332938114758,0.595496841799597,0.788524153286505,231.248024488988,15457.2456745525,0
399.939595439111,226.09131497826,0.262173047737586,NaN,0.0139036051544518,0.693818391690895,0.785911958893541,231.795173284815,15356.642848357,0
399.939595439111,236.515675108236,0.287061091740577,NaN,0.0137829040193141,0.653130123201733,0.822452648740135,223.976363664613,16803.5859122055,0
399.939595439111,227.002530111971,0.264303829156105,NaN,0.0148933046436578,0.654031369990367,0.789106644627009,231.125768559732,15479.267322056,0
399.939595439111,226.84291883619,0.263929975748563,NaN,0.0124603032541977,0.579215388241891,0.788547061706004,231.243218071597,15457.8291370732,0
399.939595439111,226.581342646905,0.263317861108487,NaN,0.0148719066151685,0.507393244261735,0.787629991386889,231.435519557239,15423.1843026602,0
399.939595439111,229.164792129141,0.269394349613845,NaN,0.010739472786858,0.529592966077152,0.796687002856638,229.526534392434,15776.3602336759,0
399.939595439111,226.309646093225,0.262682811532782,NaN,0.0103820572208295,0.576198704480504,0.786677429817049,231.635026265409,15385.6384551382,0
399.939595439111,225.90265220762,0.261732950447684,NaN,0.0139946006026531,0.528598110817829,0.785250500217594,231.933433926097,15331.4629786574,0
399.939595439111,228.173286939238,0.267054100978693,NaN,0.0132502029071136,0.500943895575362,0.793211108226972,230.26174518441,15640.2717267189,0
399.939595439111,225.867814667961,0.26165172442891,NaN,0.0142159045643544,0.550724568357858,0.785128357978266,231.958951832483,15325.4688284125,0
399.939595439111,237.074450099128,0.288426829798421,NaN,0.010466535814484,0.505372076830521,0.824410908447005,223.547304399688,16882.8842368858,0
399.939595439111,227.468912311527,0.265397730944518,NaN,0.0139170339192113,0.642280525244177,0.790741719275702,230.782109177509,15543.8796657448,0
399.939595439111,227.104754867276,0.264543405718633,NaN,0.0101751129254446,0.665083092014739,0.78946503369902,231.050503362851,15493.7818549422,0
399.939595439111,226.093255768748,0.262177576966143,NaN,0.0124044842082107,0.549933751056701,0.785918763351746,231.793750385699,15357.2097694887,0
399.939595439111,227.236016170354,0.264851191245726,NaN,0.012995712546543,0.556136963519053,0.789925219725668,230.953809687771,15510.9145657693,0
399.939595439111,226.35637524686,0.262791979604486,NaN,0.0141695543535818,0.531039733253725,0.786841261820073,231.600730104202,15391.5523712037,0
399.939595439111,226.137907864166,0.262281792431415,NaN,0.0116903742951473,0.665957607020815,0.786075314531882,231.76101013169,15362.8482450536,0
399.939595439111,228.829265640144,0.268601270944765,NaN,0.0136715453319258,0.510473263812548,0.795510770983164,229.775687404484,15729.8488075779,0
399.939595439111,227.923619446153,0.266466410262781,NaN,0.0114488620818378,0.688659987492075,0.792335834307522,230.446373667979,15605.5060112844,0
399.939595439111,227.159856674241,0.264672588467429,NaN,0.0148242535363443,0.522751072330185,0.789658214159589,231.009919405392,15501.345168413,0
399.939595439111,232.939578951055,0.278396822937172,NaN,0.0135833820629649,0.516912640198627,0.809918964803301,226.698323986765,16299.2678073274,0
399.939595439111,226.643881303917,0.263464143628515,NaN,0.0137676207054707,0.56561754824975,0.787849248987608,231.389563548212,15431.9066914004,0
399.939595439111,227.585631459723,0.265671847527951,NaN,0.0126721250839516,0.55074327045538,0.791150916643861,230.695992913036,15559.4362245422,0
399.939595439111,225.970438425383,0.261891034381071,NaN,0.0130024060183592,0.531540829139116,0.785488161772948,231.883770393719,15340.666614168,0
399.939595439111,225.803988033471,0.261502940925421,NaN,0.0144999071736444,0.52155171575502,0.784904578022782,232.005693548637,15317.3332335283,0
399.939595439111,225.440124945799,0.260655558567249,NaN,0.0107619041518138,0.585471337364253,0.78362884185867,232.271906567758,15267.4700726782,0
399.939595439111,227.201866156895,0.264771098132463,NaN,0.0126639171884847,0.589473758740728,0.789805494192692,230.978971681394,15506.9156978212,0
399.939595439111,227.414900369473,0.265270930718518,NaN,0.014408405712252,0.654622962454476,0.790552362021231,230.821944643357,15536.7292572041,0
399.939595439111,227.138860741686,0.264623361117887,NaN,0.0130208937280103,0.581286441272017,0.78958460493574,231.02538463336,15498.9008278127,0
399.939595439111,229.46797394468,0.270111975023142,NaN,0.0124809599847297,0.525493367203075,0.797749833214512,229.301085721046,15817.2862585939,0
399.939595439111,226.481129159174,0.263083538559588,NaN,0.0147180446851942,0.615714892776954,0.787278646484747,231.509134157058,15408.9644387829,0
399.939595439111,233.1068528372,0.278799156558035,NaN,0.0146471693939298,0.506625688234018,0.810505274275676,226.571927152005,16323.4914164019,0
399.939595439111,225.880070467564,0.261680298204793,NaN,0.0112999455816124,0.571661383910863,0.785171327472736,231.949975116043,15328.1155896207,0
